,FrameName,frameDefinitions,frameExamples,role,roleExamples
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Action,What factors influenced Nixon <fex>to issue the doctrine</fex>?
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Behavior,"Attention will also be paid to St. Paul , what influenced him <fex>in his thinking</fex> and what he wrote in his letters about sex, sexuality, men and women"
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Product,Does anyone know what inspired <fex>this song</fex>? 
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Agent,
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Time,
0,Subjective_influence,"An Agent, Situation or Entity has an influence on a Cognizer.", These works had a profound effect and <t>influenced</t> her in the creation of a successful series capturing this sun-drenched region.,Place,Chavez has much influence <fex>in South America</fex>.
0,Being_attached,"An Item is attached by a Handle, via a Connector, to a Goal, or Items are attached to each other.",My thumb was <t>stuck</t> to the tube of glue.,Connector,The tarp is  tied down <fex>with a rope</fex>.
0,Being_attached,"An Item is attached by a Handle, via a Connector, to a Goal, or Items are attached to each other.",My thumb was <t>stuck</t> to the tube of glue.,Item,<fex>A handle</fex>  was affixed to the door.
0,Being_attached,"An Item is attached by a Handle, via a Connector, to a Goal, or Items are attached to each other.",My thumb was <t>stuck</t> to the tube of glue.,Items,<fex>The boats</fex> remained tied together.
0,Being_attached,"An Item is attached by a Handle, via a Connector, to a Goal, or Items are attached to each other.",My thumb was <t>stuck</t> to the tube of glue.,Goal,The boat remained anchored <fex>to the coastline</fex>.
0,Relational_quantity,"A quantity, the Numerator, can be understood in terms of how it relates to another quantity, the Denominator; the comparison of these two numbers is called the Rate.",I'm not paying the high interest <t>rates</t>.,Rate,
0,Relational_quantity,"A quantity, the Numerator, can be understood in terms of how it relates to another quantity, the Denominator; the comparison of these two numbers is called the Rate.",I'm not paying the high interest <t>rates</t>.,Numerator,
0,Relational_quantity,"A quantity, the Numerator, can be understood in terms of how it relates to another quantity, the Denominator; the comparison of these two numbers is called the Rate.",I'm not paying the high interest <t>rates</t>.,Focal_entity,
0,Relational_quantity,"A quantity, the Numerator, can be understood in terms of how it relates to another quantity, the Denominator; the comparison of these two numbers is called the Rate.",I'm not paying the high interest <t>rates</t>.,Denominator,
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Agent,<fex>I and I alone</fex> can shatter the gem and break the curse.
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Whole_patient,Shattering someone's confidence is a little different than shattering <fex>a dish</fex>.
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Pieces,I smashed the toy boat <fex>to flinders</fex>.
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Cause,
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Time,
0,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.",He <t>ripped</t> <t>up</t> the letter faster than you can say 'Jack Robbins'. INI,Place,
0,Enforcing,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed.,Why don't we <t>enforce</t> the 20000 gun laws currently on the books across the nation?,Rule,Employers should strictly enforce <fex>a prohibition against use of any substance that may affect a worker's physical or mental ability</fex>.
0,Enforcing,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed.,Why don't we <t>enforce</t> the 20000 gun laws currently on the books across the nation?,Agent,Can <fex>a landlord</fex> enforce rules upon tenants?
0,Enforcing,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed.,Why don't we <t>enforce</t> the 20000 gun laws currently on the books across the nation?,Medium,The rules will be enforced <fex>by a new computer system that tracks people's movements</fex>.
0,Enforcing,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed.,Why don't we <t>enforce</t> the 20000 gun laws currently on the books across the nation?,Time,That particular regulation was only enforced <fex>in 1920</fex>.
0,Enforcing,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed.,Why don't we <t>enforce</t> the 20000 gun laws currently on the books across the nation?,Place,For this reason they enforced the settlement system <fex>in America</fex> just as strictly as in Germany.
0,Medical_conditions,"Words in this frame name medical conditions or diseases that a patient suffers from, is being treated for, may be cured of, or die of.",John  died of  pancreatic <t>cancer</t>.,Patient,<fex>juvenile</fex> diabetes
0,Medical_conditions,"Words in this frame name medical conditions or diseases that a patient suffers from, is being treated for, may be cured of, or die of.",John  died of  pancreatic <t>cancer</t>.,Ailment,
0,Medical_conditions,"Words in this frame name medical conditions or diseases that a patient suffers from, is being treated for, may be cured of, or die of.",John  died of  pancreatic <t>cancer</t>.,Place,
0,Sports_jargon,"This frame contains LUs that have to do with the terminology used in competitive sports until a more complete, domain specific series of frames are created for the respective sport.",His <t>serve</t> was superb.,Agent,
0,Containers,This frame covers entities which are prototypically conceived of and created to fulfill the function of containing--i.e.,a <t>bag</t> of popcorn,Container,John carried a <fex><t>bucket</t></fex>.
0,Complaining,A Complainer communicates their negative emotional reaction to some state of affairs in a Complaint to an Addressee.,The top US commander in Iraq <t>complained</t> to the Pentagon last winter that his supply situation was so poor that it threatened Army troops' ability to fight.,Complainer,"<fex>Peter</fex> has moaned about it on another thread but it sure must be nice for him to wallow
again."
0,Complaining,A Complainer communicates their negative emotional reaction to some state of affairs in a Complaint to an Addressee.,The top US commander in Iraq <t>complained</t> to the Pentagon last winter that his supply situation was so poor that it threatened Army troops' ability to fight.,Complaint,One observer groused <fex>that Skagway was 'little better than hell on earth.'</fex>
0,Complaining,A Complainer communicates their negative emotional reaction to some state of affairs in a Complaint to an Addressee.,The top US commander in Iraq <t>complained</t> to the Pentagon last winter that his supply situation was so poor that it threatened Army troops' ability to fight.,Topic,Ferdinand attended the reception at the city hall and complained vociferously <fex>about his reception at the city</fex>.
0,Complaining,A Complainer communicates their negative emotional reaction to some state of affairs in a Complaint to an Addressee.,The top US commander in Iraq <t>complained</t> to the Pentagon last winter that his supply situation was so poor that it threatened Army troops' ability to fight.,Medium,"I don't mean to discount any of what he has bitched about <fex>in his article</fex>, because most of his points are actually valid. "
